Open,High,Low,Close,Adjclose,Volume
125.966667,131.933334,124.23333,128.96666,101.481834,47338071
129,130.899994,127,127.766663,100.537598,35797891
127.533333,130.53334,126.633331,127.833336,101.448463,34461548
128.600006,131,121.333336,130.066666,103.220833,56198862
128.733337,137.666672,127,134.366669,106.633324,55882940
135.399994,136.733337,129.53334,133.699997,106.104248,52162071
133.899994,136.666672,133.5,134.5,106.739128,41911406
135,139.46666,133.766663,138.266663,109.72834,42824101
138,140.833328,132.233337,138.899994,110.230957,75520169
140,140.833328,127,130.933334,103.908607,68001347
129.266663,135.233337,126.433334,132,104.755119,78086610
132,137.333328,132,132.800003,105.390007,54511513
132.199997,136.199997,129.833328,131.233337,104.14669,56675829
132,137.666672,130,135.5,107.532707,41670496
135.333328,135.899994,131,131.766663,104.569939,54266777
130.800003,134.566666,129.399994,131.96666,104.728661,44644760
132,133.100006,126.033333,127.766663,101.395538,43890237
128.600006,135.300003,123.333336,132,104.755119,67234861
130.199997,133.5,125.73333,132.766663,105.363556,79312515
132,137.266663,131.699997,136.800003,108.564384,42377232
136.433334,138.5,135.399994,136,107.929504,34388100
136,144.133331,136,143.666672,114.013786,51897072
143.566666,143.666672,138.333328,140.233337,111.289101,47049331
140.233337,143.333328,139,141.766663,112.505936,28925280
142.233337,143.53334,133.399994,134.53334,106.765572,44057191
133.766663,135.100006,126.199997,128.166672,101.712982,66045020
129.96666,138,128.766663,137.666672,109.252174,48954556
137.333328,138.666672,129.800003,131.433334,104.30542,35678690
132.566666,135.566666,129.333328,130.53334,103.591179,58332974
129.800003,136.666672,128.199997,136,107.929504,52074404
135.600006,137.333328,133.333328,134.199997,106.501022,30623317
134.566666,135.399994,131.733337,134.733337,106.924301,40954213
134.433334,138.46666,133.133331,138.03334,109.54319,39816855
137.899994,140.866669,133.199997,134.199997,106.501022,64765787
134.433334,138.333328,132.266663,134.53334,106.765572,48349990
134.666672,136.53334,131.333328,133.766663,106.157143,56664794
134.666672,138.300003,133.5,135.866669,107.8237,51849892
135.866669,137.266663,134.666672,136.96666,108.696678,59297622
136.96666,140.633331,136.96666,139.600006,110.786476,53762680
140,142.333328,135.600006,136.833328,108.590851,60014231
136.733337,141.833328,135.800003,138.833328,110.178047,49831967
140.266663,150,137.399994,144.100006,114.357666,105730831
144.666672,151.133331,143.633331,148.300003,117.690804,96008558
148.666672,151.933334,147.333328,151.266663,120.045135,60973927
151.600006,152.600006,150.399994,151.600006,120.309669,30567183
150.399994,160.566666,148.833328,157.5,124.991905,56994908
157.166672,165.366669,156.433334,163.46666,129.727051,43012616
163.666672,168.566666,158.566666,163.866669,130.044479,45406168
165.333328,166.199997,158.233337,158.766663,125.997131,27197972
156.666672,162.266663,149.233337,156.166672,123.933792,62179045
156,160.666672,150.933334,159.699997,126.737823,48004356
159.766663,160.633331,153.333328,154.566666,122.664017,45398466
155.333328,157.333328,151.666672,155.899994,123.722153,62373217
154.933334,160.866669,150,159.46666,126.552612,46019059
158.53334,165.866669,157.03334,165.333328,131.20842,36318562
165,168.666672,161.666672,167,135.072174,31637472
166.666672,173.333328,164.199997,172.600006,139.601547,42757074
172.766663,173.600006,163,168.5,136.2854,50902953
167.100006,172.800003,166.066666,169.03334,136.716766,31356400
168.46666,171.133331,167.300003,168.566666,136.33931,19476669
167.600006,171.333328,165.399994,169.96666,137.471649,47792391
170.566666,174.666672,169.666672,172.899994,139.844193,28768806
173.733337,179.333328,171.399994,178.5,144.373566,30744701
178.233337,179.600006,171.666672,174.733337,141.327011,34982674
174.733337,177.53334,172.899994,176.766663,142.971588,32320985
176.699997,182.166672,176,178.433334,144.319641,46020307
179.333328,179.899994,173.399994,175.166672,141.677505,33464517
175.933334,181.866669,174.833328,178.833328,144.643158,37593015
179.03334,179.233337,167.399994,174.399994,141.057404,70508862
174.333328,181.899994,169.366669,181.600006,146.880875,70065647
181,186.666672,146.833328,183.766663,148.633301,42542991
183.800003,190.133331,182.699997,189,152.866135,34057208
188.733337,199.333328,186.733337,198.333328,160.415054,49298393
198.666672,198.866669,190.100006,190.566666,154.133255,34460264
190.666672,193.333328,184.800003,188.800003,152.704346,32569933
189.366669,194.300003,188.566666,192.100006,155.373444,25526920
191.933334,193.333328,182.100006,183.100006,148.094116,25747633
182.699997,192.833328,182,191.066666,154.537659,33157941
191.833328,199.96666,190,199,160.954285,35578646
198.333328,202,195.333328,201,162.571915,33014105
200.399994,204.333328,193.5,197.300003,159.579269,44720516
195.699997,197.333328,187.666672,191.366669,154.780319,74241108
192.933334,195.166672,190.433334,192.933334,156.047455,29534468
192.066666,193.03334,186.733337,188.266663,152.272964,32768207
189.53334,190.800003,181.399994,182.266663,147.420074,62702031
182.366669,193.233337,182.366669,191.633331,154.996002,73783428
192.666672,200.333328,190.866669,199.833328,161.628265,85286018
200,206.633331,198.933334,206.266663,166.831665,57512192
206.266663,207.266663,199.46666,201.166672,162.706711,49688913
202,203,197.699997,200.399994,162.086594,43842218
200.300003,203.800003,193.733337,194.666672,157.449417,53126758
195.266663,202.600006,192.53334,194.166672,157.044998,100031757
194.166672,199.333328,189.733337,198.46666,160.522903,68215216
198.666672,202.600006,196.800003,201.266663,162.787598,41591102
200.53334,205.333328,200.366669,203.733337,164.782654,55810775
204.100006,206.666672,200.833328,206.300003,166.858612,30654233
206,206.600006,193.333328,194.199997,157.07196,34647757
194.96666,197.100006,187.433334,195.266663,157.934692,58512452
194.666672,211,192.800003,210.199997,170.012985,41430810
209.100006,215.5,208.699997,212.600006,171.954163,36211567
212.066666,223.733337,211.100006,220.46666,178.316864,36889687
220,236.100006,216.933334,235.433334,190.422104,34665916
236,236,221.766663,223.266663,180.581543,74506328
223.333328,228.066666,219.133331,219.933334,177.885483,46888334
220,237.266663,219.666672,226.600006,183.277588,51059645
227.100006,227.933334,220.066666,222.566666,182.722931,37815367
222.699997,225.333328,215.666672,221.166672,181.573563,45211313
221.866669,221.866669,211.666672,214.899994,176.428741,45725148
213.566666,220,207.333328,216.233337,177.523392,67600579
216.666672,230,213.433334,228.399994,187.511978,48921486
227.46666,236.266663,225.833328,233.733337,191.890564,34921997
234.899994,247.933334,231.866669,246.03334,201.988602,53925266
244.833328,253.333328,233.100006,245.433334,201.496017,62845741
243.333328,245.133331,219.766663,221.96666,182.230362,52105108
222.166672,227.300003,212.333328,216.899994,178.070724,40698034
219.933334,226.133331,211.666672,213.600006,175.361481,60897605
213.600006,215.133331,193.333328,205.666672,168.848373,80864486
206.833328,208.433334,190.133331,205.800003,168.957825,81128246
206.666672,215.866669,195.733337,210.933334,173.172165,79531797
210.933334,225.933334,210.933334,220.899994,181.354645,56676983
223.366669,238.666672,220.233337,236.866669,194.462952,54990353
234.066666,238,224.566666,231.933334,190.412781,51454364
230.233337,231,223.566666,226.566666,186.006851,32970396
225.933334,233.866669,221.333328,228.133331,187.293045,34491533
229,237.399994,222.233337,236.366669,194.052475,30030286
236.666672,237.333328,224,226.699997,186.116318,41856463
225.333328,225.333328,215.333328,218.699997,179.548462,79757979
218.699997,219.933334,210,213.03334,174.896255,46099757
211.933334,214.600006,208,209.633331,172.104889,29633200
210.666672,218.433334,205.166672,205.800003,168.957825,49910789
207.566666,214,206.03334,213.600006,175.361481,41748663
213.96666,215.800003,205.03334,207.366669,170.244019,45379072
210.666672,214.666672,207.100006,210.199997,172.570129,49397342
209.566666,211.766663,206.899994,210.133331,172.515411,52791229
210.133331,215.766663,209.899994,214.96666,176.483459,38981981
214.666672,216.666672,206.899994,209.833328,172.269135,31609713
210,216.333328,208.433334,215.066666,176.565582,40260930
215.733337,220.600006,214.233337,216.566666,177.797043,38798961
216.333328,221.566666,215.199997,216.166672,177.468658,38371262
213.666672,219,212,216.733337,177.933884,56207953
215.100006,218,210.600006,215.633331,177.030792,52151844
215.03334,218,209.800003,213.199997,175.033081,33471160
214,214.833328,207.600006,211.733337,173.828979,27730782
210.666672,221.333328,210.666672,218.433334,179.329544,33344058
218.53334,226.266663,217.366669,225.433334,185.076385,50490053
224,232.100006,219.199997,231.46666,190.029663,41004023
231.46666,240,231.46666,238.46666,195.77652,43574931
237.366669,243.333328,235.833328,238.96666,196.187012,68655567
239.433334,240.666672,226.899994,229.833328,188.688721,67662544
229.833328,233.133331,226.899994,229,188.004578,42671376
229,235.833328,224.46666,235.5,193.340958,21680482
234.933334,237.333328,228.333328,228.96666,187.977203,29765577
230.300003,230.300003,225.666672,226.833328,186.225784,24518550
227,234,227,230.366669,189.126602,37305187
230.233337,258.333344,230,237.96666,195.366028,80875363
240,240.666672,223.03334,228.733337,187.78566,64647725
230.53334,232,224.100006,227.833328,187.046753,51791938
228,228.733337,217.333328,224.46666,184.282776,73331924
225.733337,227.233337,220.333328,221.733337,185.342072,55392944
222.833328,225.5,221.5,223.800003,187.069565,37449941
223.333328,223.333328,208.333328,213.166672,178.181396,86786106
213.733337,223.399994,213.699997,222.266663,185.787888,64907350
222.266663,233.666672,219.800003,230.600006,192.75354,111659748
231.5,232.866669,226.666672,229.399994,191.750488,31990252
230,239.46666,229.399994,238.199997,199.106201,37693364
236.833328,243,232.100006,233.03334,194.787506,34810001
236,238.133331,228.800003,232.366669,194.23024,27353271
233.666672,241.233337,229,237.899994,198.855438,26587841
236.399994,236.666672,227.699997,229.100006,191.49971,34411792
231.133331,238,229.066666,236.866669,197.991714,29748732
238.666672,238.666672,232.199997,233.866669,195.484055,40329626
235.333328,239.733337,233,237.100006,198.186722,39185059
236.300003,240.53334,233.333328,239.600006,200.276443,38152388
239.333328,253.266663,238.266663,247.800003,207.130646,59721495
247.133331,248.600006,242,242.733337,202.895523,16769562
242.733337,245.53334,234.899994,235.399994,196.765747,29202059
235.266663,239.933334,228.96666,235.96666,197.23941,37340248
236.666672,238.566666,232,232.666672,194.481018,22652151
234.166672,240,232,236.800003,197.935974,47044583
237.933334,240.333328,235.333328,237.100006,198.186722,24368447
237.333328,248.333328,237.133331,246.133331,205.737503,49777974
246,251.5,243.066666,250.766663,209.610397,39953319
248,252.53334,232.433334,242.100006,202.366135,81668222
241.433334,261.333344,238.066666,260.899994,218.080643,67629160
262.133331,266.866669,257.566681,263.799988,220.504669,57769526
263.333344,266.466675,243.333328,245.866669,205.514603,53450839
246.399994,252.300003,244.266663,245.300003,205.040939,45397646
244.733337,247.633331,244,245.53334,205.235977,19288847
245.800003,247.866669,235.333328,237.933334,198.883301,52550282
238.300003,241.300003,230.733337,240.066666,200.666519,64578610
240,248.633331,232.53334,232.96666,194.731781,97691194
232.96666,248,232.899994,245.699997,205.37529,72584585
244.666672,249.600006,239.600006,249,208.133667,37403039
247.433334,252.833328,243.100006,252.03334,210.669205,34065481
252.266663,268,252,264.033325,220.699707,41187387
263.333344,267.600006,256.033325,262.466675,219.390182,75962494
238.666672,238.666672,226,230.833328,192.948547,148388055
229.133331,233.333328,223.399994,226.266663,189.131378,85016153
227.333328,227.733337,217.600006,218.300003,182.472244,49328108
217.566666,219.866669,210.066666,211.666672,176.927582,74955136
213.100006,222,213.100006,221.633331,185.258499,39636110
219.566666,232.633331,219.399994,231.100006,193.171463,55508048
231.333328,239.066666,229.899994,234.566666,196.069183,45056972
234.733337,234.733337,225.53334,231.96666,193.895889,59177821
232.600006,234.53334,214.133331,214.899994,179.630234,50187203
215.600006,220.600006,210.399994,218.666672,182.778702,63638056
220,220.5,214,217.600006,181.8871,47207694
218.199997,223.933334,216.96666,219.433334,183.419556,40306030
214.300003,219.96666,208.5,218.066666,182.277176,83383225
217,222.5,196.666672,202.866669,169.571869,69540706
204.666672,205.5,196.666672,198.366669,169.127655,49125154
198,203.633331,196,203.333328,173.362228,46072273
204.133331,212.066666,203.133331,205.300003,175.039017,37116035
203.46666,211.53334,202.5,210.399994,179.387283,40340706
208.600006,212.866669,204.366669,206.600006,176.147415,36429823
208.666672,215.933334,205.96666,214.866669,183.195572,28645815
214.53334,215.633331,207.133331,209.699997,178.790451,28797823
207.666672,218.266663,200,217.333328,185.298645,57315080
217.333328,222.333328,214.666672,216.300003,184.417648,42930392
216.333328,218.166672,202,212.100006,180.836716,37069733
212.866669,220.866669,206,220.5,187.998566,56559322
214.03334,219.666672,208.333328,218,185.867035,83680200
216.5,219,209.53334,211.399994,180.239899,57925271
210.866669,213,206.866669,209.166672,178.335739,39156695
209.166672,218.666672,207.733337,212,180.75145,31067110
210.933334,215.566666,204.666672,215.03334,183.337662,47513261
215.433334,222.566666,211.333328,219.166672,186.861771,34326988
220,233.333328,217.866669,228.96666,195.217239,45652209
228.699997,234.933334,225.899994,232.566666,198.286606,41288702
232,239.300003,230.133331,238.899994,203.686432,32764932
239.233337,239.866669,220.600006,223.100006,190.215332,67965823
222,226.46666,219.96666,225.133331,191.948929,29068598
221,230.03334,218.066666,219.866669,187.458588,37859539
220,235.333328,219.733337,229.633331,195.78566,57108767
228.899994,230,221.53334,229.566666,195.728806,37168652
228.800003,233.166672,223.333328,223.96666,190.954224,51235142
223.333328,223.933334,207.03334,214,182.45665,102288640
213.333328,216.433334,210.866669,211.399994,180.239899,48090580
213.333328,218.300003,211.366669,215.800003,183.991348,23065600
215.133331,220,214.96666,218.333328,186.151245,27829877
217,218,205.766663,209.100006,178.278915,48606953
206.666672,213.600006,206.5,209.266663,178.42099,40165043
209.266663,213.333328,201.733337,205.833328,175.493729,56110565
203.566666,217.333328,202.699997,213.46666,182.001907,44227633
212.433334,217.300003,209.899994,215.96666,184.133423,29031031
216.53334,216.600006,198.300003,200.066666,170.577072,52842314
202,204.46666,192.699997,203.03334,173.106476,52008753
201.766663,201.766663,189.333328,193.96666,165.376205,63956320
193.333328,222.600006,178.666672,210.133331,179.159912,186382475
210.133331,216,208.46666,214.199997,182.627182,57851334
215,217.866669,210,216.5,184.58815,58801916
217.833328,224.133331,213.566666,216.166672,184.303955,50629343
218,224.53334,212.666672,224.03334,191.011078,90119131
218,222,212.666672,214.133331,182.570343,43778527
214.666672,221.800003,211.333328,220.833328,188.282745,31729163
223.333328,225.566666,216.300003,217.199997,185.184967,36416767
214.199997,223,208.333328,216.633331,184.701828,59681298
215.5,216,204,211.800003,180.580933,42055748
213.333328,217.333328,210.066666,212.899994,181.518799,42526104
212.199997,225.800003,211.399994,220.233337,187.771194,61420274
233.100006,242.666672,226.333328,239.53334,204.22641,101552301
235.600006,241.46666,232.833328,235.933334,201.157043,54115793
235.800003,243.333328,233.366669,233.800003,200.453934,47705879
232.399994,240.46666,230.433334,239.899994,205.683929,46516688
240.333328,241,233.46666,236.066666,202.397324,44960783
236.066666,259.75,236.066666,252.350006,216.358246,86342583
254,254,242.199997,245.850006,210.785309,38847132
248.300003,252.550003,245.100006,248.850006,213.357437,31192446
249.050003,256.200012,245.600006,249.850006,214.214798,50356497
249.5,256.5,246.300003,252.449997,216.443954,48066821
252,262,249.550003,252.550003,216.529709,50349952
253,255.5,245.800003,254.100006,217.858643,42057844
254.100006,258,249.75,250.949997,215.157898,30629917
251.649994,255,249.100006,253.800003,217.601425,30285712
253,263.700012,251.050003,262.899994,225.403519,42266536
262.899994,265.899994,257.049988,258.299988,221.459595,33657470
255.949997,262.200012,249.550003,260.350006,223.217209,41698336
261.5,262.600006,251.800003,253.449997,217.301331,34606448
253,253.25,240.5,241.350006,206.927124,50673392
244.199997,244.199997,235.649994,238.949997,204.869431,33065409
242,242.600006,236.949997,239.899994,205.683929,24948784
239.899994,246.550003,238.100006,240.149994,205.89827,41329478
241,244.800003,233.5,243.100006,208.427521,64123571
243.100006,256.399994,235.100006,249.050003,213.5289,54337289
253.800003,259.649994,238.550003,242.949997,208.29892,81539900
242.949997,246.899994,227.100006,227.850006,195.35257,69402770
228.199997,230.449997,222.100006,228.800003,196.167084,52725757
228.399994,235.649994,227.300003,228.5,195.909882,42346775
228.899994,239.600006,226.5,236.149994,202.468765,33835427
234.199997,236.899994,226,226.350006,194.066513,35050672
225.350006,230.800003,223.800003,224.699997,192.651871,41439805
224.899994,242.399994,222,241.649994,207.184311,62980058
242,249,238.600006,242.699997,208.084579,38978486
242.850006,251,242.100006,249.649994,214.043304,34455173
249.25,256.299988,247.100006,255.399994,218.973221,36730097
255.100006,266.950012,255.050003,257.399994,220.687943,60670507
258.399994,279.899994,254.600006,273.049988,234.105865,91479667
274.899994,292.149994,271.549988,273.350006,234.363113,55801761
275.399994,276.350006,264,268.149994,229.904739,43076963
266,268.200012,260.799988,265.649994,227.761307,36434739
265.549988,270.25,257.850006,261.549988,224.246063,47947565
262.700012,266.299988,261.149994,263.450012,225.875092,37391925
263.450012,288.899994,263.450012,281.25,241.136322,92458126
282.899994,288.600006,275.100006,281,240.921982,65540446
280.450012,284.649994,276.299988,280.299988,240.321823,50900722
282.799988,283.600006,270.899994,272.649994,233.762909,42287731
275,284.799988,271.799988,279.149994,239.335861,27574309
276.549988,284,272.700012,274.350006,235.220444,27058997
276.399994,292.899994,271.149994,278,238.349838,64710451
278,282.200012,275.5,277.149994,237.621078,24875644
277.549988,279.149994,271,274.950012,235.734848,35871399
275.899994,295.649994,275.5,286.200012,245.380356,68613252
292.450012,313.799988,291.299988,309.100006,265.01416,109694343
304,319.899994,303.5,319.200012,273.673676,59847149
315,319,304.700012,306,262.356354,48704876
307,309.600006,299.149994,306.799988,267.015656,45698681
309,314.200012,307.200012,311,270.671051,39644962
311,324.700012,307.100006,323.649994,281.680664,50733918
346,354.799988,330.25,334.299988,290.949554,93639198
332.450012,339.950012,327.399994,337.149994,293.430054,42932135
335,335,276.399994,288.899994,251.436859,237415421
290,295.399994,286.75,291.549988,253.743225,73951016
289.5,290.299988,279.649994,280.75,244.343719,66138853
281.600006,283,270.100006,271.5,236.293198,55508033
274.399994,284,270.5,281.850006,245.301056,56959281
282.350006,285.600006,280.350006,281.450012,244.952972,44612010
282.100006,284.350006,279.299988,283.600006,246.824127,41119588
283.450012,283.899994,269.549988,272.350006,237.03299,59400267
272.399994,278.25,268.200012,269.299988,234.378479,53093667
271,272.399994,264.100006,268.450012,233.638718,68276838
268.5,269.649994,256.799988,258.299988,224.804916,78474925
258.299988,269.399994,258.299988,266.149994,231.636963,37070737
268,269.200012,264,265.950012,231.462921,40432423
266,271.299988,265.5,269.649994,234.683105,28246727
270,276,265.799988,269.350006,234.422012,56337198
269,271.200012,263.450012,265.399994,230.984222,48630239
266.25,267.899994,259.299988,261.700012,227.764038,61522940
263,263.299988,250.399994,258,224.543808,52701755
258.600006,261.450012,255.199997,260.75,226.937225,48024546
260,260.5,254.649994,255.199997,222.106903,59753029
256,263.200012,250,262.200012,228.199203,41907101
264.649994,267.5,257.549988,264.600006,230.287949,55390473
265.5,265.899994,259.049988,263.100006,228.982468,35792524
263.100006,265,261.049988,263.25,229.113022,38096454
263.25,266.299988,260.450012,262.899994,228.808441,45749258
264,274,263.25,267.549988,232.855392,76079400
268,277.5,259.549988,274.549988,238.947678,92002924
275,283.200012,271.700012,281.25,244.778839,57013296
281.149994,290.299988,267.399994,275.350006,239.643967,135943400
273.549988,281.700012,267.799988,271.350006,236.162659,72469200
272.450012,273.850006,264.799988,266.450012,231.898071,35917334
266,270,262.149994,269.049988,234.160889,51573696
268.549988,269.5,262.850006,264,229.765778,37041441
263.299988,263.299988,253.550003,259.25,225.631714,42094576
264,272,258.850006,260.5,226.719635,62372572
260.549988,262.200012,254.75,256,222.803177,52524921
252.899994,260.5,252.5,255.5,222.367996,33539618
257,262,255.449997,260.850006,227.024246,35732792
261.149994,268.700012,260,260.75,226.937225,40248570
260.5,280,260,276.200012,240.383759,65849757
276,280.950012,272.700012,279.399994,243.168793,55140209
279.600006,289.700012,275.850006,277.149994,241.210541,42261290
278.299988,285.950012,276.899994,283.649994,246.867661,26843358
283,288.799988,276,282.299988,245.692703,58496935
282.299988,284,268.75,272.299988,236.989456,36728707
274,277.75,269.100006,269.950012,239.430557,43654120
270.25,272.299988,266.850006,267.899994,237.612305,34636628
268.5,274.600006,263.600006,264.5,234.59668,44824542
264.450012,267.149994,260,265.149994,235.173203,47115540
265.149994,267.549988,259,266.200012,236.104507,59285805
267,274.75,260.049988,272.649994,241.825287,64774225
275,280.299988,269.200012,270.399994,239.829666,61123917
270.299988,274.799988,266.25,274,243.022675,42893899
279.5,307.149994,277.149994,302.549988,268.34491,148030271
302,305.399994,295.549988,303.950012,269.586639,68586613
305,306.899994,299.75,304.799988,270.340546,45314152
304,315.299988,303.149994,313.75,278.278656,66361551
314.200012,317,307,310.399994,275.307373,49592370
311.200012,322.600006,310,319.850006,283.689026,65295716
322.950012,322.950012,307,310.450012,275.351776,45234836
310.200012,310.75,295.399994,307.149994,272.424835,67889552
305,306.600006,298,303.950012,269.586639,36512805
305,306.350006,289.5,297.75,264.087555,84310104
300.850006,302.950012,275.100006,276.5,245.23999,42324425
279,279.399994,263.649994,275.200012,244.086975,62486616
278.950012,291.649994,276,289.450012,256.725952,53140766
292,293.100006,276,280.899994,249.142578,63078621
281.899994,285.950012,272.850006,283.25,251.226898,52788987
285.25,285.25,275.899994,277.25,245.905228,33139509
277.799988,279.25,273.149994,276.549988,245.284348,45453615
277.350006,286.649994,276.5,280.5,248.787796,36847150
281.25,290,280.700012,285.799988,253.488586,46983899
287.25,289.5,271.5,274.049988,243.066986,44110658
272,279.399994,268.200012,275.75,244.574829,51422765
277,284.399994,275.899994,276.75,245.461746,45979567
278.850006,284,274.799988,282.25,250.339951,41670083
282.799988,283.850006,277.549988,280.950012,249.186951,31797234
284.299988,296,281,295.350006,261.958923,56481784
294.5,297.399994,290,291.450012,258.499817,42993254
292.850006,294.399994,275,279.200012,247.634796,95645434
278.899994,285.200012,273.600006,280.850006,249.098221,60140473
281.899994,281.899994,272.5,275.5,244.353073,34335112
275.799988,283.899994,268.450012,280.100006,248.433029,80183788
278.799988,282.450012,273.100006,274.299988,243.288727,96853873
274.5,279,273,278.200012,246.747849,106995265
278.200012,293,276.049988,292,258.987671,60594888
293,297,289.350006,290.799988,257.923279,71442800
292,301.950012,291.299988,298.200012,264.486725,48610608
297,303,291.049988,297.25,263.644104,56877732
297,300,292.649994,294.549988,261.249359,39889504
294.649994,307.399994,291.700012,305.75,271.183136,49382426
307.899994,310,303.549988,304.399994,269.985748,31196704
303.850006,309.799988,298.5,304.549988,270.118774,53511822
304.549988,307.549988,299.5,304.25,269.852722,24542376
304,309.5,296.350006,297.75,264.087555,40397802
295.100006,303.5,287.700012,301.399994,267.324921,93469110
306.850006,310,287,290.450012,257.612885,77530186
291.25,293.549988,277.450012,278.549988,251.791138,66816432
281.399994,282.149994,274.200012,275.25,248.808167,51780526
278.299988,281.399994,276.899994,278.049988,251.339172,40431209
278.850006,278.899994,273.25,274.25,247.904236,62067445
274.25,280,272.5,273.850006,247.542679,60494174
274.399994,281.850006,268,279.450012,252.604721,79884619
280.149994,282.899994,270.75,275.049988,248.62738,46911114
275,275.600006,268,268.299988,242.525818,38272037
268,273.350006,264,270.399994,244.424072,62444501
270,271.149994,263.100006,264.5,239.090881,47224945
264.399994,264.5,253,254.199997,229.780334,45753302
254.199997,254.199997,244,253,228.695618,45139283
253.5,257.299988,234.649994,236.100006,213.419113,69214519
240.699997,247.649994,234.949997,245.649994,222.051682,59158850
245.649994,246.899994,240.649994,243.899994,220.469803,33734901
244.649994,246.5,238.600006,239.899994,216.854065,40169613
239.5,248.5,234.050003,238.050003,215.181778,109764698
250,260.5,242.699997,252.949997,228.650406,125187950
254.75,263.899994,249.399994,257.25,232.537338,66470589
257.5,258,241.100006,243.949997,220.515015,92134596
245.449997,249.199997,242.149994,246.5,222.820038,67249437
246.5,257.200012,244.949997,250.399994,226.345383,83621355
247.699997,264,247.699997,261.299988,236.198273,75455301
262.950012,266.299988,258.600006,260.5,235.475143,53712840
260.600006,262.350006,250,250.649994,226.571365,43136706
251.449997,252.649994,245.050003,247.649994,223.859543,56759576
247.75,250.399994,245,246.399994,222.729645,60007035
246,247.5,242,243.350006,219.972641,51688693
243,243.300003,235,241.600006,218.390762,54415324
243,247.899994,236.350006,241.149994,217.983978,68368247
242,242.800003,236.350006,236.899994,214.142242,50151138
238,241,237.100006,238.5,215.588547,42211479
237.5,238.75,233.25,238,215.136597,42522968
238.5,243.899994,238.25,239.949997,216.899261,46325883
240.050003,243.25,236.899994,238.149994,215.272171,38169112
237,239.25,215.5,219,197.961807,112997281
215,219.899994,205,213.399994,192.89978,181307778
214,216.949997,206.800003,207.699997,187.74736,72234410
208,208.649994,200.5,207.449997,187.521362,61144223
207,207.449997,192.050003,197.550003,178.572403,99676312
199.5,203.449997,179.75,181.75,164.290222,110961969
179,179,134.600006,162.25,146.663483,163380759
158,176.5,144.75,175.5,158.64064,282900574
158,166,139,163.199997,147.522232,257491859
156.050003,182.75,156.050003,177.899994,160.810074,151760412
177.899994,186.25,173.649994,185.25,167.453995,116306633
184.5,193.75,181.050003,188.100006,170.030228,120584321
189.949997,189.949997,176,180.050003,162.753555,135279076
180.25,184.899994,178.050003,182.050003,164.561417,82514118
